ID_live,Optik,Name,Mail,Partei,Dafür,Dagegen,Unklar,Antwort,Heat,Wahlkreis
http://www.bild.de/-53422776,53422776,Christoph Bernstiel,christoph.bernstiel@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Halle
http://www.bild.de/-53423098,53423098,Dr. Michael von Abercron,michael.vonabercron@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Pinneberg
http://www.bild.de/-53973570,53973570,Stephan Albani,stephan.albani@bundestag.de,CDU,,,,Keine Antwort,3,Oldenburg/Ammerland
http://www.bild.de/-53423108,53423108,Norbert Maria Altenkamp,norbert.altenkamp@bundestag.de,CDU,,,,Keine Antwort,3,Main-Taunus
http://www.bild.de/-39939970,39939970,Peter Altmaier,peter.altmaier@bundestag.de,CDU,,,,Keine Antwort,3,Saarlouis
http://www.bild.de/-53423140,53423140,Philipp Amthor,philipp.amthor@bundestag.de,CDU,,,,Keine Antwort,3,Wahlkreis Mecklenburgische Seenplatte I – Vorpommern-Greifswald II.
http://www.bild.de/-39940146,39940146,Thomas Bareiß,thomas.bareiss@bundestag.de,CDU,,,,Keine Antwort,3,Zollneralb-Sigmaringen
http://www.bild.de/-39940192,39940192,Norbert Barthle,norbert.barthle@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Backnang-Schwäbisch Gmünd
http://www.bild.de/-53944922,53944922,Maik Beermann,maik.beermann@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Nienburg II - Schaumburg
http://www.bild.de/-39940344,39940344,Manfred Behrens,manfred.behrens@bundestag.de,CDU,,,,Keine Antwort,3,Börde - Jerichower Land
http://www.bild.de/-39940352,39940352,Veronika Bellmann,veronika.bellmann@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Mittelsachsen
http://www.bild.de/-39940372,39940372,Sybille Benning,sybille.benning@bundestag.de,CDU,,Gegen Zurückweisung,,Gegen Zurückweisung,2,Münster
http://www.bild.de/-39940382,39940382,Dr. André Berghegger,andre.berghegger@bundestag.de,CDU,,,,Keine Antwort,3,Osnabrück-Land
http://www.bild.de/-53423164,53423164,Melanie Bernstein,melanie.bernstein@bundestag.de,CDU,,,,Keine Antwort,3,Pöln - Neumünster
http://www.bild.de/-53422776,53422776,Christoph Bernstiel,christoph.bernstiel@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Halle
http://www.bild.de/-39940352,39940352,Veronika Bellmann,veronika.bellmann@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Mittelsachsen
http://www.bild.de/-39940372,39940372,Sybille Benning,sybille.benning@bundestag.de,CDU,,Gegen Zurückweisung,,Gegen Zurückweisung,2,Münster
http://www.bild.de/-39940382,39940382,Dr. André Berghegger,andre.berghegger@bundestag.de,CDU,,,,Keine Antwort,3,Osnabrück-Land
http://www.bild.de/-53423164,53423164,Melanie Bernstein,melanie.bernstein@bundestag.de,CDU,,,,Keine Antwort,3,Pöln - Neumünster
http://www.bild.de/-53422776,53422776,Christoph Bernstiel,christoph.bernstiel@bundestag.de,CDU,Für Zurückweisung,,,Für Zurückweisung,1,Halle
